标题,播放次数,评论人数,时长,收藏人数,发布时间,视频截图,视频播放地址
交通事故合集20180505：每天10分钟国内车祸实例，助你提高安全意识。,76419,529,10:31,180,2018-05-06 13:15:47,//i0.hdslb.com/bfs/archive/07cbf9aa92e579bc11222ded3f80d4447826c120.jpg,https://www.bilibili.com/video/av23053594
交通事故合集20180902：每天10分钟国内车祸实例，助你提高安全意识。,81836,432,10:17,115,2018-09-03 09:30:03,//i1.hdslb.com/bfs/archive/a51656aff5a6e065015d4c2db3b289d6742d27a7.jpg,https://www.bilibili.com/video/av30980244
交通事故合集20180901：每天10分钟国内车祸实例，助你提高安全意识。,82614,534,10:38,105,2018-09-02 09:30:43,//i0.hdslb.com/bfs/archive/de65d6c02499a825bb74e941c58d5ab8c0173bad.jpg,https://www.bilibili.com/video/av30915844
2018第三季碰瓷合集：拙劣的表演,174264,708,05:04,484,2018-09-01 12:00:17,//i2.hdslb.com/bfs/archive/a34d2dedfe061ca7ce9f78eb16aae2cd7012821b.jpg,https://www.bilibili.com/video/av30835485
2018秒出警真人GTA系列(一),781042,1082,05:02,5428,2018-12-17 09:30:27,//i1.hdslb.com/bfs/archive/3392639c7ae83e5c1744ed9afa66f2abc498469a.jpg,https://www.bilibili.com/video/av38318951
交通事故合集20181123：每天10分钟国内车祸实例，助你提高安全意识。,88040,428,07:50,142,2018-11-24 09:30:02,//i0.hdslb.com/bfs/archive/d3d7fa65598c78b732833bcab778c8519768a626.jpg,https://www.bilibili.com/video/av36613355
交通事故合集20181122：每天10分钟国内车祸实例，助你提高安全意识。,93905,459,09:14,127,2018-11-23 09:47:57,//i0.hdslb.com/bfs/archive/23f8375275ee7e4404fe33843af09ce917ec5335.jpg,https://www.bilibili.com/video/av36543680
交通事故合集20181121：每天10分钟国内车祸实例，助你提高安全意识。,94353,818,08:24,342,2018-11-22 09:30:17,//i1.hdslb.com/bfs/archive/2b463bf855dd36d6cf5b6c64cd8bd688a44b1ba5.jpg,https://www.bilibili.com/video/av36479664
中国交通事故合集20170704：每天10分钟最新的国内车祸实例，助你提高安全意识。,98192,1205,12:17,178,2017-07-05 13:20:27,//i1.hdslb.com/bfs/archive/0a6e5716841b1a2be1645eb979f1e909d265754e.jpg,https://www.bilibili.com/video/av11902702
交通事故合集20180311：每天10分钟最新国内车祸实例，助你提高安全意识。,54138,317,11:08,96,2018-03-12 10:15:40,//i0.hdslb.com/bfs/archive/c7b14176f8f5eb484a33781a44ef4427af3a8a41.jpg,https://www.bilibili.com/video/av20676116
中国交通事故合集20170804：每天10分钟最新的国内车祸实例，助你提高安全意识。,91892,547,10:33,113,2017-08-05 13:23:25,//i1.hdslb.com/bfs/archive/add4e738ee82da8f90ff4a686a7a3c9d01962a3f.jpg,https://www.bilibili.com/video/av12984060
交通事故合集20180810：每天10分钟国内车祸实例，助你提高安全意识。,83021,649,10:15,99,2018-08-11 09:30:09,//i0.hdslb.com/bfs/archive/ab68ba2951a888ba345d6c506073f6ee6ffc2e5e.jpg,https://www.bilibili.com/video/av29039653
中国交通事故合集20170214：每天10分钟最新的国内外事故实例，助你提高安全意识。,91090,471,10:33,149,2017-02-15 11:21:05,//i1.hdslb.com/bfs/archive/6a6d700f2ab08d6435cc1c68b3f27e2901d36a93.jpg,https://www.bilibili.com/video/av8625284
交通事故合集20180713：每天10分钟国内车祸实例，助你提高安全意识。,83950,538,10:48,169,2018-07-14 10:00:58,//i2.hdslb.com/bfs/archive/9734cc1c4c3db551ff07761853f3625abcc562e1.jpg,https://www.bilibili.com/video/av26802118
中国交通事故合集20170531：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,78932,607,10:39,85,2017-06-01 14:33:10,//i2.hdslb.com/bfs/archive/0d37b60f1a63eceb6704ce6a6a22c00bf1609219.jpg,https://www.bilibili.com/video/av10989281
中国交通事故合集20170424：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,83080,350,13:01,87,2017-04-25 13:02:06,//i0.hdslb.com/bfs/archive/4215950a3036486317a52330f28b36e8010e6a93.jpg,https://www.bilibili.com/video/av10084834
中国交通事故合集20170423：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,93766,867,11:40,136,2017-04-24 13:25:32,//i1.hdslb.com/bfs/archive/7bc0bca4846668f9de7a3362fe8c0c23e27b4a9f.jpg,https://www.bilibili.com/video/av10062449
中国交通事故合集20170422：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,87287,1099,10:56,300,2017-04-23 12:02:32,//i2.hdslb.com/bfs/archive/18bb60982cd107942479caa4095b446711f3cc5b.jpg,https://www.bilibili.com/video/av10036745
中国交通事故合集20161218：每天10分钟最新的国内外事故实例，助你提高安全意识。,62178,99,10:58,167,2016-12-25 02:38:15,//i0.hdslb.com/bfs/archive/ae79308edbe9e446efa553c0cbb157a8b619732c.jpg,https://www.bilibili.com/video/av7684303
交通事故合集20180831：每天10分钟国内车祸实例，助你提高安全意识。,71803,212,10:08,77,2018-09-01 09:30:46,//i0.hdslb.com/bfs/archive/8c1eb94e8a7235b6b80de4dde84c5a1a626df396.jpg,https://www.bilibili.com/video/av30834671
交通事故合集20180409：每天10分钟国内车祸实例，助你提高安全意识。,59665,480,11:07,97,2018-04-10 10:40:48,//i0.hdslb.com/bfs/archive/75974b40601a7d533eb9e75a059b4980bed0e7cc.jpg,https://www.bilibili.com/video/av21897608
交通事故合集20180610：每天10分钟国内车祸实例，助你提高安全意识。,68418,508,10:43,100,2018-06-11 10:00:09,//i1.hdslb.com/bfs/archive/9375d913a850715f7ace8e49606192a8f0ac1164.jpg,https://www.bilibili.com/video/av24677639
交通事故合集20181120：每天10分钟国内车祸实例，助你提高安全意识。,86332,367,09:13,135,2018-11-21 09:30:31,//i0.hdslb.com/bfs/archive/faaf40ca61bfd3ea11124703c0d0d565d03a9713.jpg,https://www.bilibili.com/video/av36415366
中国交通事故合集20170703：每天10分钟最新的国内车祸实例，助你提高安全意识。,222925,1063,12:47,435,2017-07-04 12:29:22,//i1.hdslb.com/bfs/archive/67217c8d85c5a617a33544b35c53501ac72d9282.jpg,https://www.bilibili.com/video/av11871162
摩托车事故合集20180311：各式机车翻滚摔车车祸,81474,618,10:24,232,2018-03-11 23:16:09,//i1.hdslb.com/bfs/archive/30008cbf340c1cbe6f25aafe02a8999a870e7662.jpg,https://www.bilibili.com/video/av20663837
交通事故合集20180310：每天10分钟最新国内车祸实例，助你提高安全意识。,59196,406,11:14,95,2018-03-11 09:41:48,//i2.hdslb.com/bfs/archive/0f092d1aba1f406ea83f761c407feb6000402bb7.jpg,https://www.bilibili.com/video/av20630246
交通事故合集20180309：每天10分钟最新国内车祸实例，助你提高安全意识。,60897,503,10:28,117,2018-03-10 11:31:35,//i0.hdslb.com/bfs/archive/0b0d192fb361a00dcdf489b5f0539a9ccffcf76e.jpg,https://www.bilibili.com/video/av20584015
中国交通事故合集20170530：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,85128,567,10:16,135,2017-05-31 13:46:14,//i2.hdslb.com/bfs/archive/57477a34d831d95ce3f05e228e1d5a51940718bd.jpg,https://www.bilibili.com/video/av10966184
中国交通事故20190116：每天最新的车祸实例，助你提高安全意识,112470,497,08:38,177,2019-01-17 11:25:25,//i0.hdslb.com/bfs/archive/0395c5142074dc77616d6e041921dd80c47f4719.jpg,https://www.bilibili.com/video/av40919382
中国交通事故20190521：每天最新的车祸实例，助你提高安全意识,101972,948,08:31,188,2019-05-23 09:30:19,//i0.hdslb.com/bfs/archive/4aa13aa856740dd0c7dc1ab22bfc2c9d8458d910.jpg,https://www.bilibili.com/video/av53305972
中国交通事故20190520：每天最新的车祸实例，助你提高安全意识,170212,893,07:20,307,2019-05-21 12:00:12,//i0.hdslb.com/bfs/archive/57fbc189a95fa0e478499080b6c80bbf352dfd3b.jpg,https://www.bilibili.com/video/av53118006
中国交通事故20190519：每天最新的车祸实例，助你提高安全意识,142070,731,08:18,304,2019-05-20 11:50:51,//i2.hdslb.com/bfs/archive/5f734fa30bc6bbddc1e5513c3c013ffc36b65e03.jpg,https://www.bilibili.com/video/av53018342
交通事故合集20180830：每天10分钟国内车祸实例，助你提高安全意识。,81096,428,10:36,120,2018-08-31 09:30:21,//i2.hdslb.com/bfs/archive/b4f94f0fc6e886cc693bbeaf547196329e37fa31.jpg,https://www.bilibili.com/video/av30738561
交通事故合集20180408：每天10分钟国内车祸实例，助你提高安全意识。,69738,462,11:01,138,2018-04-09 12:17:20,//i1.hdslb.com/bfs/archive/9d98f8219c141e01b21c908174e0a81678ed86b2.jpg,https://www.bilibili.com/video/av21858195
交通事故合集20180609：每天10分钟国内车祸实例，助你提高安全意识。,87681,895,10:57,192,2018-06-10 10:00:42,//i1.hdslb.com/bfs/archive/42d31d9aa9cc6194b3265e7d1fead0b6acd59a60.jpg,https://www.bilibili.com/video/av24627526
交通事故合集20181119：每天10分钟国内车祸实例，助你提高安全意识。,87699,311,08:12,238,2018-11-20 09:30:57,//i1.hdslb.com/bfs/archive/808ca248804cde1b158e5ffdcda33a53ff56f211.jpg,https://www.bilibili.com/video/av36348445
中国交通事故合集20170702：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,88443,1016,10:21,91,2017-07-03 12:07:58,//i1.hdslb.com/bfs/archive/40b017a4593a992c7a841d0f1e15006d3bdd9f9c.jpg,https://www.bilibili.com/video/av11840746
交通事故合集20180809：每天10分钟国内车祸实例，助你提高安全意识。,76201,467,10:45,91,2018-08-10 09:30:21,//i1.hdslb.com/bfs/archive/1f04f9041d90445c4347fe19d9afc610e739fe06.jpg,https://www.bilibili.com/video/av28957511
台风暴雨天气请注意行车安全,88627,350,02:03,174,2018-07-13 18:52:55,//i0.hdslb.com/bfs/archive/45d02cb55741af85171ce8961cd82f1b664e1218.jpg,https://www.bilibili.com/video/av26777338
交通事故合集20180308：每天10分钟最新国内车祸实例，助你提高安全意识。,65457,306,10:53,104,2018-03-09 11:01:38,//i2.hdslb.com/bfs/archive/2129dae17892f1eda1c6605608d1d039c6634b1e.jpg,https://www.bilibili.com/video/av20538971
中国交通事故合集20170529：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,96444,856,11:14,153,2017-05-30 13:04:49,//i0.hdslb.com/bfs/archive/73bf1dd3e247afe077c5db9c4dab7738a7704eec.jpg,https://www.bilibili.com/video/av10937623
中国交通事故20190115：每天最新的车祸实例，助你提高安全意识,151949,632,09:22,173,2019-01-16 10:20:35,//i0.hdslb.com/bfs/archive/d2843515a6ddf3470077a1b651a81341b63046b6.jpg,https://www.bilibili.com/video/av40832296
中国交通事故合集20170421：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,92403,683,12:00,267,2017-04-22 11:57:17,//i1.hdslb.com/bfs/archive/5b2a74fbdc23381ab033e0f874419380ffbad75b.jpg,https://www.bilibili.com/video/av10008358
中国交通事故合集20161217：每天10分钟最新的国内外事故实例，助你提高安全意识。,62473,76,10:45,175,2016-12-24 23:52:42,//i0.hdslb.com/bfs/archive/d745cee028b1c4161931681b6a6b9e2f511b7753.jpg,https://www.bilibili.com/video/av7682238
中国交通事故20190518：每天最新的车祸实例，助你提高安全意识,145947,799,07:42,312,2019-05-19 10:00:28,//i1.hdslb.com/bfs/archive/e8ee16fa1c770920611cfa5dd743456a31535a0c.jpg,https://www.bilibili.com/video/av52907002
交通事故合集20180407：每天10分钟国内车祸实例，助你提高安全意识。,64204,498,10:52,97,2018-04-08 11:20:07,//i2.hdslb.com/bfs/archive/9f620628e2f3f4e4b5da6c5e77cbd0dd8bc44d93.jpg,https://www.bilibili.com/video/av21817708
中国交通事故合集20170701：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,99923,747,12:19,91,2017-07-02 12:34:13,//i2.hdslb.com/bfs/archive/7678bb8f3ab218aa6a5b30ee26af7b5a705f2857.jpg,https://www.bilibili.com/video/av11810184
交通事故合集20180808：每天10分钟国内车祸实例，助你提高安全意识。 ,80583,404,10:25,156,2018-08-09 09:30:46,//i0.hdslb.com/bfs/archive/dfce851b41aea871e7535b280be60eb0fd7e6a60.jpg,https://www.bilibili.com/video/av28864509
交通事故合集20180712：每天10分钟国内车祸实例，助你提高安全意识。,78372,553,10:30,176,2018-07-13 10:00:33,//i1.hdslb.com/bfs/archive/d5395d00112241dd27d521ef107e0759b86a2218.jpg,https://www.bilibili.com/video/av26728015
中国交通事故合集20170528：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,94932,722,10:48,90,2017-05-29 16:03:14,//i1.hdslb.com/bfs/archive/87d5df226a30f96d517ecfcd9dda14876d893025.jpg,https://www.bilibili.com/video/av10913393
中国交通事故20190114：每天最新的车祸实例，助你提高安全意识,110330,456,08:59,142,2019-01-15 12:00:09,//i0.hdslb.com/bfs/archive/42909758a616baf878b31c3abe9637da72e9662a.jpg,https://www.bilibili.com/video/av40766736
中国交通事故合集20161216：每天10分钟最新的国内外事故实例，助你提高安全意识。,68125,85,10:53,126,2016-12-24 21:51:06,//i1.hdslb.com/bfs/archive/9a1cd4410adae8d908faac4eb038c8ca65738029.png,https://www.bilibili.com/video/av7679792
交通事故合集20180406：每天10分钟车祸实例，助你提高安全意识。,68349,566,11:14,116,2018-04-07 14:08:16,//i1.hdslb.com/bfs/archive/81e7b8fe7c9b1056b691df213883cff941fe504a.jpg,https://www.bilibili.com/video/av21772230
交通事故合集20180807：每天10分钟国内车祸实例，助你提高安全意识。,82757,565,10:29,106,2018-08-08 09:30:08,//i1.hdslb.com/bfs/archive/7e7edbf7f5a9ee9936638f2724ff718149e818a6.jpg,https://www.bilibili.com/video/av28792596
交通事故合集20180711：每天10分钟国内车祸实例，助你提高安全意识。,74694,375,10:24,95,2018-07-12 10:00:36,//i1.hdslb.com/bfs/archive/3fc04ecfe71e8f73ad69c78b8c88b912ec172a8f.jpg,https://www.bilibili.com/video/av26661967
中国交通事故合集20170527：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,99573,707,10:13,139,2017-05-28 11:34:54,//i2.hdslb.com/bfs/archive/ef67bc4df31efd32c2ded67bdffb03b07a46edb4.jpg,https://www.bilibili.com/video/av10879713
中国交通事故20190113：每天最新的车祸实例，助你提高安全意识,121352,491,08:44,326,2019-01-14 12:00:35,//i2.hdslb.com/bfs/archive/6201e0dfb74fbf3353eed2ebb655be16b8b06871.jpg,https://www.bilibili.com/video/av40686573
中国交通事故合集20161215：每天10分钟最新的国内外事故实例，助你提高安全意识。,83241,101,10:44,145,2016-12-24 19:33:05,//i0.hdslb.com/bfs/archive/02f8917c505eff93f174e12a229c50a8ff9d5598.jpg,https://www.bilibili.com/video/av7677036
交通事故合集20180405：每天10分钟车祸实例，助你提高安全意识。,79040,567,12:55,205,2018-04-06 17:40:54,//i0.hdslb.com/bfs/archive/8703e44367e782e0761db4e99c466e4a863ca57f.jpg,https://www.bilibili.com/video/av21721331
交通事故合集20180806：每天10分钟国内车祸实例，助你提高安全意识。,85624,298,10:42,366,2018-08-07 09:30:32,//i1.hdslb.com/bfs/archive/2f7acab90552217f95abaeb636f7ccd5090e50dc.jpg,https://www.bilibili.com/video/av28707169
交通事故合集20180805：每天10分钟国内车祸实例，助你提高安全意识。,77562,458,10:23,105,2018-08-06 09:30:14,//i0.hdslb.com/bfs/archive/b5d6279a64a0e2b7c39962531a6b44e16b236249.jpg,https://www.bilibili.com/video/av28626320
交通事故合集20180804：每天10分钟国内车祸实例，助你提高安全意识。,84841,379,10:26,145,2018-08-05 09:00:42,//i1.hdslb.com/bfs/archive/50ee5627bbc6271d140498ea760c918246f30d2e.jpg,https://www.bilibili.com/video/av28529344
交通事故合集20180803plus：每天最新国内车祸实例，助你提高安全意识,90447,633,05:25,222,2018-08-04 08:30:10,//i0.hdslb.com/bfs/archive/0a02c7484eb1c7dcad24df53327277000670cdf5.jpg,https://www.bilibili.com/video/av28456863
中国交通事故合集20161214：每天10分钟最新的国内外事故实例，助你提高安全意识。,106688,294,10:54,180,2016-12-24 17:42:03,//i2.hdslb.com/bfs/archive/1c07bbf07c15db3e07382c1cbc6dd9fd3cc5c44a.png,https://www.bilibili.com/video/av7675000
中国路怒合集201806：打赢坐牢，打输住院！,153266,1646,05:59,370,2018-07-12 02:39:37,//i2.hdslb.com/bfs/archive/662e843f29f76b4fe0ef4b558ce51f19e1ccf0f9.jpg,https://www.bilibili.com/video/av26659410
中国交通事故合集20170526：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,91828,699,10:55,104,2017-05-27 12:49:38,//i2.hdslb.com/bfs/archive/4289e9963ef33f27a85ffda51e086bdf027b506b.jpg,https://www.bilibili.com/video/av10854483
中国交通事故20190112：每天最新的车祸实例，助你提高安全意识,185796,670,08:22,342,2019-01-13 12:00:01,//i1.hdslb.com/bfs/archive/50e5736f980a8515dcaaa59ed702d0d1a855b6bc.jpg,https://www.bilibili.com/video/av40597963
交通事故合集20180803：每天最新国内车祸实例，助你提高安全意识。,64488,279,05:34,79,2018-08-03 20:11:13,//i1.hdslb.com/bfs/archive/954d0b333b0a9136acf3e39a797d0a3561ce6bed.jpg,https://www.bilibili.com/video/av28441340
交通事故合集20180710：每天10分钟国内车祸实例，助你提高安全意识。,74360,428,10:52,143,2018-07-11 10:00:28,//i2.hdslb.com/bfs/archive/85ee5248ae2d5e34fb18e6b87b383fb2661736cd.jpg,https://www.bilibili.com/video/av26582180
中国交通事故合集20170525：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,104647,905,11:45,248,2017-05-26 12:04:00,//i2.hdslb.com/bfs/archive/421daea250ec572977c28eaa67760b57ca92bd5f.jpg,https://www.bilibili.com/video/av10832251
